0.410,0.449,0.020,0.979,0.150,0.528,0.009
0.411,0.476,0.023,0.990,0.150,0.054,0.021
0.400,0.110,0.000,1.000,0.150,0.884,0.000
0.412,0.487,0.024,1.010,0.150,0.731,0.006
0.400,0.017,0.000,1.021,0.150,0.075,0.000
0.412,0.497,0.025,1.031,0.150,0.720,0.007
0.400,0.244,0.000,1.042,0.150,0.076,0.000
0.400,0.059,0.000,1.052,0.150,0.989,0.000
0.412,0.482,0.023,1.062,0.150,0.073,0.022
0.406,0.366,0.012,1.073,0.150,0.617,0.004
0.406,0.367,0.012,1.083,0.150,0.839,0.002
0.410,0.455,0.021,1.094,0.150,0.933,0.001
0.403,0.307,0.006,1.104,0.150,0.526,0.003
0.410,0.442,0.019,1.115,0.150,0.565,0.008
0.402,0.283,0.003,1.125,0.150,0.988,0.000
0.408,0.414,0.016,1.135,0.150,0.915,0.001
0.404,0.332,0.008,1.146,0.150,0.947,0.000
0.400,0.168,0.000,1.156,0.150,0.850,0.000
0.400,0.177,0.000,1.167,0.150,0.302,0.000
0.400,0.196,0.000,1.177,0.150,0.963,0.000
0.411,0.464,0.021,1.187,0.150,0.384,0.013
0.401,0.262,0.001,1.198,0.150,0.971,0.000
0.400,0.057,0.000,1.208,0.150,0.570,0.000
0.403,0.315,0.007,1.219,0.150,0.778,0.001
0.406,0.370,0.012,1.229,0.150,0.530,0.006
0.410,0.445,0.020,1.240,0.150,0.395,0.012
0.405,0.341,0.009,1.250,0.150,0.191,0.007
0.410,0.456,0.021,1.260,0.150,0.496,0.010
0.406,0.365,0.012,1.271,0.150,0.166,0.010
0.412,0.487,0.024,1.281,0.150,0.189,0.019
0.406,0.380,0.013,1.292,0.150,0.544,0.006
0.412,0.481,0.023,1.302,0.150,0.147,0.020
0.404,0.336,0.009,1.312,0.150,0.949,0.000
0.400,0.095,0.000,1.323,0.150,0.365,0.000
0.408,0.403,0.015,1.333,0.150,0.416,0.009
0.402,0.283,0.003,1.344,0.150,0.550,0.001
0.407,0.386,0.014,1.354,0.150,0.524,0.006
0.406,0.369,0.012,1.365,0.150,0.945,0.001
0.400,0.129,0.000,1.375,0.150,0.394,0.000
0.400,0.069,0.000,1.385,0.150,0.659,0.000
0.400,0.006,0.000,1.396,0.150,0.838,0.000
0.400,0.182,0.000,1.406,0.150,0.861,0.000
0.412,0.485,0.024,1.417,0.150,0.875,0.003
0.412,0.493,0.024,1.427,0.150,0.784,0.005
0.400,0.087,0.000,1.437,0.150,0.127,0.000
0.405,0.355,0.010,1.448,0.150,0.167,0.009
0.400,0.156,0.000,1.458,0.150,0.299,0.000
0.400,0.209,0.000,1.469,0.150,0.103,0.000
0.409,0.435,0.019,1.479,0.150,0.369,0.012
0.400,0.174,0.000,1.490,0.150,0.748,0.000
0.400,0.099,0.000,1.500,0.150,0.854,0.000
0.410,0.454,0.020,1.510,0.150,0.440,0.011
0.412,0.481,0.023,1.521,0.150,0.741,0.006
0.409,0.435,0.018,1.531,0.150,0.187,0.015
0.400,0.129,0.000,1.542,0.150,0.750,0.000
0.400,0.206,0.000,1.552,0.150,0.853,0.000
0.400,0.117,0.000,1.562,0.150,0.040,0.000
0.404,0.321,0.007,1.573,0.150,0.373,0.004
0.408,0.403,0.015,1.583,0.150,0.682,0.005
0.400,0.032,0.000,1.594,0.150,0.553,0.000
0.400,0.255,0.001,1.604,0.150,0.975,0.000
0.400,0.234,0.000,1.615,0.150,0.741,0.000
0.400,0.163,0.000,1.625,0.150,0.990,0.000
0.400,0.152,0.000,1.635,0.150,0.475,0.000
0.403,0.303,0.005,1.646,0.150,0.414,0.003
0.410,0.443,0.019,1.656,0.150,0.246,0.015
0.400,0.003,0.000,1.667,0.150,0.408,0.000
0.410,0.458,0.021,1.677,0.150,0.224,0.016
0.400,0.093,0.000,1.687,0.150,0.314,0.000
0.405,0.354,0.010,1.698,0.150,0.335,0.007
0.400,0.052,0.000,1.708,0.150,0.315,0.000
0.400,0.031,0.000,1.719,0.150,0.703,0.000
0.409,0.436,0.019,1.729,0.150,0.502,0.009
0.403,0.301,0.005,1.740,0.150,0.535,0.002
0.402,0.297,0.005,1.750,0.150,0.841,0.001
0.400,0.215,0.000,1.760,0.150,0.654,0.000
0.405,0.345,0.010,1.771,0.150,0.692,0.003
0.401,0.270,0.002,1.781,0.150,0.794,0.000
0.400,0.094,0.000,1.792,0.150,0.239,0.000
0.409,0.428,0.018,1.802,0.150,0.386,0.011
0.400,0.195,0.000,1.812,0.150,0.181,0.000
0.400,0.235,0.000,1.823,0.150,0.390,0.000
0.407,0.382,0.013,1.833,0.150,0.034,0.013
0.400,0.228,0.000,1.844,0.150,0.169,0.000
0.402,0.293,0.004,1.854,0.150,0.015,0.004
0.400,0.122,0.000,1.865,0.150,0.423,0.000
0.404,0.329,0.008,1.875,0.150,0.371,0.005
0.400,0.223,0.000,1.885,0.150,0.017,0.000
0.400,0.017,0.000,1.896,0.150,0.597,0.000
0.410,0.453,0.020,1.906,0.150,0.457,0.011
0.407,0.383,0.013,1.917,0.150,0.527,0.006
0.400,0.182,0.000,1.927,0.150,0.159,0.000
0.400,0.164,0.000,1.937,0.150,0.773,0.000
0.408,0.415,0.017,1.948,0.150,0.940,0.001
0.401,0.268,0.002,1.958,0.150,0.028,0.002
0.411,0.473,0.022,1.969,0.150,0.147,0.019
0.400,0.192,0.000,1.979,0.150,0.090,0.000
0.400,0.179,0.000,1.990,0.150,0.804,0.000
0.404,0.327,0.008,2.000,0.150,0.355,0.005
0.400,0.206,0.000,2.010,0.150,0.435,0.000
0.405,0.351,0.010,2.021,0.150,0.884,0.001
0.400,0.236,0.000,2.031,0.150,0.974,0.000
0.400,0.151,0.000,2.042,0.150,0.826,0.000
0.400,0.004,0.000,2.052,0.150,0.298,0.000
0.405,0.355,0.010,2.062,0.150,0.856,0.002
0.407,0.386,0.014,2.073,0.150,0.933,0.001
0.400,0.222,0.000,2.083,0.150,0.732,0.000
0.400,0.228,0.000,2.094,0.150,0.071,0.000
0.400,0.220,0.000,2.104,0.150,0.262,0.000
0.402,0.296,0.005,2.115,0.150,0.568,0.002
0.411,0.477,0.023,2.125,0.150,0.527,0.011
0.400,0.118,0.000,2.135,0.150,0.346,0.000
0.400,0.163,0.000,2.146,0.150,0.718,0.000
0.410,0.446,0.020,2.156,0.150,0.993,0.000
0.407,0.395,0.014,2.167,0.150,0.647,0.005
0.407,0.383,0.013,2.177,0.150,0.403,0.008
0.400,0.169,0.000,2.187,0.150,0.333,0.000
0.409,0.423,0.017,2.198,0.150,0.849,0.003
0.409,0.428,0.018,2.208,0.150,0.028,0.017
0.400,0.067,0.000,2.219,0.150,0.661,0.000
0.400,0.078,0.000,2.229,0.150,0.749,0.000
0.404,0.332,0.008,2.240,0.150,0.355,0.005
0.412,0.486,0.024,2.250,0.150,0.980,0.000
0.400,0.117,0.000,2.260,0.150,0.501,0.000
0.402,0.294,0.004,2.271,0.150,0.278,0.003
0.400,0.028,0.000,2.281,0.150,0.475,0.000
0.403,0.301,0.005,2.292,0.150,0.727,0.001
0.400,0.257,0.001,2.302,0.150,0.039,0.001
0.400,0.184,0.000,2.312,0.150,0.795,0.000
0.400,0.013,0.000,2.323,0.150,0.394,0.000
0.407,0.391,0.014,2.333,0.150,0.859,0.002
0.400,0.195,0.000,2.344,0.150,0.426,0.000
0.404,0.328,0.008,2.354,0.150,0.091,0.007
0.400,0.151,0.000,2.365,0.150,0.482,0.000
0.409,0.436,0.019,2.375,0.150,0.625,0.007
0.408,0.410,0.016,2.385,0.150,0.607,0.006
0.400,0.010,0.000,2.396,0.150,0.397,0.000
0.401,0.269,0.002,2.406,0.150,0.668,0.001
0.402,0.298,0.005,2.417,0.150,0.828,0.001
0.412,0.485,0.023,2.427,0.150,0.245,0.018
0.405,0.341,0.009,2.437,0.150,0.008,0.009
0.400,0.167,0.000,2.448,0.150,0.088,0.000
0.400,0.220,0.000,2.458,0.150,0.696,0.000
0.400,0.111,0.000,2.469,0.150,0.138,0.000
0.405,0.341,0.009,2.479,0.150,0.095,0.008
0.409,0.429,0.018,2.490,0.150,0.820,0.003
0.406,0.369,0.012,2.500,0.150,0.484,0.006
0.400,0.028,0.000,2.510,0.150,0.566,0.000
0.400,0.054,0.000,2.521,0.150,0.892,0.000
0.400,0.048,0.000,2.531,0.150,0.537,0.000
0.411,0.469,0.022,2.542,0.150,0.361,0.014
0.400,0.091,0.000,2.552,0.150,0.631,0.000
0.402,0.287,0.004,2.562,0.150,0.681,0.001
0.400,0.229,0.000,2.573,0.150,0.326,0.000
0.411,0.478,0.023,2.583,0.150,0.476,0.012
0.400,0.130,0.000,2.594,0.150,0.522,0.000
0.400,0.225,0.000,2.604,0.150,0.947,0.000
0.403,0.318,0.007,2.615,0.150,0.920,0.001
0.400,0.259,0.001,2.625,0.150,0.399,0.001
0.400,0.232,0.000,2.635,0.150,0.784,0.000
0.403,0.320,0.007,2.646,0.150,0.329,0.005
0.407,0.396,0.015,2.656,0.150,0.942,0.001
0.400,0.035,0.000,2.667,0.150,0.611,0.000
0.400,0.118,0.000,2.677,0.150,0.453,0.000
0.410,0.441,0.019,2.687,0.150,0.812,0.004
0.400,0.118,0.000,2.698,0.150,0.147,0.000
0.400,0.078,0.000,2.708,0.150,0.374,0.000
0.408,0.418,0.017,2.719,0.150,0.067,0.016
0.400,0.229,0.000,2.729,0.150,0.184,0.000
0.404,0.334,0.008,2.740,0.150,0.286,0.006
0.400,0.034,0.000,2.750,0.150,0.973,0.000
0.406,0.375,0.012,2.760,0.150,0.749,0.003
0.400,0.047,0.000,2.771,0.150,0.892,0.000
0.403,0.314,0.006,2.781,0.150,0.698,0.002
0.400,0.074,0.000,2.792,0.150,0.192,0.000
0.403,0.319,0.007,2.802,0.150,0.737,0.002
0.403,0.318,0.007,2.812,0.150,0.256,0.005
0.408,0.409,0.016,2.823,0.150,0.779,0.004
0.400,0.104,0.000,2.833,0.150,0.636,0.000
0.400,0.006,0.000,2.844,0.150,0.799,0.000
0.400,0.059,0.000,2.854,0.150,0.713,0.000
0.406,0.362,0.011,2.865,0.150,0.588,0.005
0.400,0.243,0.000,2.875,0.150,0.057,0.000
0.401,0.264,0.001,2.885,0.150,0.480,0.001
0.409,0.428,0.018,2.896,0.150,0.931,0.001
0.400,0.254,0.000,2.906,0.150,0.572,0.000
0.400,0.167,0.000,2.917,0.150,0.996,0.000
0.400,0.097,0.000,2.927,0.150,0.497,0.000
0.400,0.140,0.000,2.937,0.150,0.829,0.000
0.400,0.217,0.000,2.948,0.150,0.112,0.000
0.400,0.110,0.000,2.958,0.150,0.757,0.000
0.409,0.426,0.018,2.969,0.150,0.681,0.006
0.400,0.071,0.000,2.979,0.150,0.994,0.000
0.401,0.265,0.002,2.990,0.150,0.328,0.001
0.410,0.457,0.021,3.000,0.150,0.823,0.004
0.400,0.250,0.000,3.010,0.150,0.072,0.000
0.411,0.470,0.022,3.021,0.150,0.825,0.004
0.400,0.053,0.000,3.031,0.150,0.097,0.000
0.400,0.085,0.000,3.042,0.150,0.371,0.000
0.400,0.073,0.000,3.052,0.150,0.355,0.000
0.400,0.132,0.000,3.062,0.150,0.948,0.000
0.409,0.422,0.017,3.073,0.150,0.312,0.012
0.400,0.157,0.000,3.083,0.150,0.654,0.000
0.405,0.342,0.009,3.094,0.150,0.906,0.001
0.411,0.469,0.022,3.104,0.150,0.733,0.006
0.400,0.188,0.000,3.115,0.150,0.956,0.000
0.411,0.475,0.023,3.125,0.150,0.747,0.006
0.400,0.145,0.000,3.135,0.150,0.281,0.000
0.400,0.111,0.000,3.146,0.150,0.431,0.000
0.400,0.001,0.000,3.156,0.150,0.524,0.000
0.400,0.248,0.000,3.167,0.150,0.361,0.000
0.400,0.009,0.000,3.177,0.150,0.010,0.000
0.403,0.304,0.005,3.187,0.150,0.462,0.003
0.400,0.201,0.000,3.198,0.150,0.826,0.000
0.400,0.062,0.000,3.208,0.150,0.042,0.000
0.400,0.037,0.000,3.219,0.150,0.995,0.000
0.400,0.105,0.000,3.229,0.150,0.665,0.000
0.400,0.135,0.000,3.240,0.150,0.307,0.000
0.400,0.064,0.000,3.250,0.150,0.967,0.000
0.412,0.490,0.024,3.260,0.150,0.284,0.017
0.403,0.307,0.006,3.271,0.150,0.346,0.004
0.400,0.131,0.000,3.281,0.150,0.338,0.000
0.400,0.047,0.000,3.292,0.150,0.452,0.000
0.408,0.402,0.015,3.302,0.150,0.252,0.011
0.400,0.250,0.000,3.312,0.150,0.149,0.000
0.412,0.489,0.024,3.323,0.150,0.550,0.011
0.400,0.141,0.000,3.333,0.150,0.391,0.000
0.400,0.072,0.000,3.344,0.150,0.919,0.000
0.411,0.465,0.021,3.354,0.150,0.211,0.017
0.400,0.081,0.000,3.365,0.150,0.018,0.000
0.400,0.149,0.000,3.375,0.150,0.285,0.000
0.400,0.211,0.000,3.385,0.150,0.219,0.000
0.400,0.038,0.000,3.396,0.150,0.106,0.000
0.402,0.291,0.004,3.406,0.150,0.201,0.003
0.400,0.100,0.000,3.417,0.150,0.988,0.000
0.406,0.369,0.012,3.427,0.150,0.124,0.010
0.404,0.329,0.008,3.437,0.150,0.453,0.004
0.400,0.197,0.000,3.448,0.150,0.029,0.000
0.400,0.001,0.000,3.458,0.150,0.665,0.000
0.400,0.017,0.000,3.469,0.150,0.876,0.000
0.402,0.286,0.004,3.479,0.150,0.360,0.002
0.410,0.453,0.020,3.490,0.150,0.689,0.006
0.410,0.460,0.021,3.500,0.150,0.279,0.015
0.407,0.397,0.015,3.510,0.150,0.319,0.010
0.408,0.412,0.016,3.521,0.150,0.770,0.004
0.403,0.301,0.005,3.531,0.150,0.265,0.004
0.400,0.160,0.000,3.542,0.150,0.861,0.000
0.400,0.030,0.000,3.552,0.150,0.355,0.000
0.408,0.400,0.015,3.562,0.150,0.314,0.010
0.400,0.015,0.000,3.573,0.150,0.052,0.000
0.402,0.295,0.004,3.583,0.150,0.438,0.003
0.405,0.345,0.009,3.594,0.150,0.573,0.004
0.400,0.016,0.000,3.604,0.150,0.950,0.000
0.400,0.157,0.000,3.615,0.150,0.884,0.000
0.400,0.013,0.000,3.625,0.150,0.214,0.000
0.403,0.319,0.007,3.635,0.150,0.592,0.003
0.400,0.142,0.000,3.646,0.150,0.133,0.000
0.407,0.382,0.013,3.656,0.150,0.301,0.009
0.400,0.029,0.000,3.667,0.150,0.204,0.000
0.400,0.114,0.000,3.677,0.150,0.017,0.000
0.402,0.292,0.004,3.687,0.150,0.244,0.003
0.400,0.248,0.000,3.698,0.150,0.157,0.000
0.408,0.400,0.015,3.708,0.150,0.832,0.003
0.400,0.233,0.000,3.719,0.150,0.129,0.000
0.404,0.325,0.008,3.729,0.150,0.571,0.003
0.400,0.123,0.000,3.740,0.150,0.167,0.000
0.400,0.091,0.000,3.750,0.150,0.700,0.000
0.400,0.068,0.000,3.760,0.150,0.402,0.000
0.401,0.269,0.002,3.771,0.150,0.088,0.002
0.400,0.212,0.000,3.781,0.150,0.899,0.000
0.402,0.300,0.005,3.792,0.150,0.860,0.001
0.400,0.012,0.000,3.802,0.150,0.981,0.000
0.400,0.106,0.000,3.812,0.150,0.700,0.000
0.400,0.105,0.000,3.823,0.150,0.458,0.000
0.407,0.395,0.015,3.833,0.150,0.437,0.008
0.400,0.227,0.000,3.844,0.150,0.908,0.000
0.400,0.020,0.000,3.854,0.150,0.687,0.000
0.402,0.281,0.003,3.865,0.150,0.251,0.002
0.400,0.095,0.000,3.875,0.150,0.461,0.000
0.410,0.446,0.020,3.885,0.150,0.956,0.001
0.400,0.207,0.000,3.896,0.150,0.007,0.000
0.400,0.025,0.000,3.906,0.150,0.999,0.000
0.404,0.334,0.008,3.917,0.150,0.033,0.008
0.402,0.298,0.005,3.927,0.150,0.179,0.004
0.400,0.238,0.000,3.937,0.150,0.168,0.000
0.404,0.334,0.008,3.948,0.150,0.263,0.006
0.410,0.454,0.020,3.958,0.150,0.760,0.005
0.400,0.162,0.000,3.969,0.150,0.655,0.000
0.410,0.454,0.020,3.979,0.150,0.966,0.001
0.400,0.161,0.000,3.990,0.150,0.467,0.000
0.409,0.425,0.018,4.000,0.150,0.271,0.013
0.400,0.232,0.000,4.010,0.150,0.531,0.000
0.412,0.487,0.024,4.021,0.150,0.966,0.001
0.400,0.129,0.000,4.031,0.150,0.987,0.000
0.406,0.379,0.013,4.042,0.150,0.992,0.000
0.400,0.014,0.000,4.052,0.150,0.227,0.000
0.404,0.321,0.007,4.062,0.150,0.875,0.001
0.405,0.343,0.009,4.073,0.150,0.466,0.005
0.402,0.285,0.003,4.083,0.150,0.194,0.003
0.400,0.143,0.000,4.094,0.150,0.830,0.000
0.400,0.235,0.000,4.104,0.150,0.170,0.000
0.409,0.423,0.017,4.115,0.150,0.740,0.004
0.400,0.173,0.000,4.125,0.150,0.237,0.000
0.411,0.477,0.023,4.135,0.150,0.705,0.007
0.400,0.073,0.000,4.146,0.150,0.556,0.000
0.400,0.177,0.000,4.156,0.150,0.481,0.000
0.400,0.099,0.000,4.167,0.150,0.642,0.000
0.403,0.315,0.006,4.177,0.150,0.541,0.003
0.407,0.391,0.014,4.187,0.150,0.858,0.002
0.410,0.445,0.020,4.198,0.150,0.028,0.019
0.404,0.325,0.008,4.208,0.150,0.832,0.001
0.400,0.029,0.000,4.219,0.150,0.168,0.000
0.403,0.317,0.007,4.229,0.150,0.887,0.001
0.400,0.092,0.000,4.240,0.150,0.816,0.000
0.401,0.270,0.002,4.250,0.150,0.397,0.001
0.407,0.387,0.014,4.260,0.150,0.883,0.002
0.409,0.427,0.018,4.271,0.150,0.714,0.005
0.407,0.395,0.014,4.281,0.150,0.720,0.004
0.410,0.445,0.019,4.292,0.150,0.453,0.011
0.405,0.348,0.010,4.302,0.150,0.502,0.005
0.405,0.346,0.010,4.312,0.150,0.554,0.004
0.405,0.359,0.011,4.323,0.150,0.794,0.002
0.411,0.465,0.022,4.333,0.150,0.749,0.005
0.400,0.242,0.000,4.344,0.150,0.448,0.000
0.400,0.037,0.000,4.354,0.150,0.754,0.000
0.400,0.054,0.000,4.365,0.150,0.268,0.000
0.404,0.338,0.009,4.375,0.150,0.709,0.003
0.400,0.083,0.000,4.385,0.150,0.959,0.000
0.400,0.170,0.000,4.396,0.150,0.212,0.000
0.405,0.344,0.009,4.406,0.150,0.968,0.000
0.405,0.345,0.009,4.417,0.150,0.808,0.002
0.400,0.076,0.000,4.427,0.150,0.546,0.000
0.412,0.496,0.025,4.437,0.150,0.920,0.002
0.400,0.211,0.000,4.448,0.150,0.956,0.000
0.400,0.170,0.000,4.458,0.150,0.852,0.000
0.400,0.020,0.000,4.469,0.150,0.392,0.000
0.400,0.246,0.000,4.479,0.150,0.485,0.000
0.400,0.141,0.000,4.490,0.150,0.853,0.000
0.411,0.463,0.021,4.500,0.150,0.944,0.001
0.400,0.202,0.000,4.510,0.150,0.309,0.000
0.403,0.318,0.007,4.521,0.150,0.944,0.000
0.400,0.219,0.000,4.531,0.150,0.713,0.000
0.400,0.201,0.000,4.542,0.150,0.635,0.000
0.404,0.333,0.008,4.552,0.150,0.628,0.003
0.412,0.497,0.025,4.562,0.150,0.886,0.003
0.400,0.211,0.000,4.573,0.150,0.092,0.000
0.410,0.447,0.020,4.583,0.150,0.299,0.014
0.400,0.002,0.000,4.594,0.150,0.090,0.000
0.407,0.391,0.014,4.604,0.150,0.023,0.014
0.400,0.131,0.000,4.615,0.150,0.526,0.000
0.406,0.363,0.011,4.625,0.150,0.193,0.009
0.400,0.251,0.000,4.635,0.150,0.136,0.000
0.400,0.246,0.000,4.646,0.150,0.896,0.000
0.400,0.000,0.000,4.656,0.150,0.257,0.000
0.402,0.289,0.004,4.667,0.150,0.870,0.001
0.406,0.373,0.012,4.677,0.150,0.360,0.008
0.402,0.288,0.004,4.687,0.150,0.518,0.002
0.400,0.244,0.000,4.698,0.150,0.355,0.000
0.403,0.307,0.006,4.708,0.150,0.640,0.002
0.400,0.234,0.000,4.719,0.150,0.167,0.000
0.400,0.247,0.000,4.729,0.150,0.771,0.000
0.412,0.486,0.024,4.740,0.150,0.127,0.021
0.400,0.063,0.000,4.750,0.150,0.371,0.000
0.400,0.045,0.000,4.760,0.150,0.106,0.000
0.410,0.446,0.020,4.771,0.150,0.859,0.003
0.404,0.338,0.009,4.781,0.150,0.596,0.004
0.401,0.274,0.002,4.792,0.150,0.829,0.000
0.400,0.252,0.000,4.802,0.150,0.524,0.000
0.400,0.055,0.000,4.812,0.150,0.441,0.000
0.403,0.309,0.006,4.823,0.150,0.408,0.003
0.401,0.277,0.003,4.833,0.150,0.087,0.002
0.404,0.327,0.008,4.844,0.150,0.714,0.002
0.412,0.486,0.024,4.854,0.150,0.780,0.005
0.411,0.472,0.022,4.865,0.150,0.977,0.001
0.403,0.318,0.007,4.875,0.150,0.381,0.004
0.400,0.066,0.000,4.885,0.150,0.219,0.000
0.407,0.386,0.014,4.896,0.150,0.194,0.011
0.407,0.399,0.015,4.906,0.150,0.649,0.005
0.400,0.240,0.000,4.917,0.150,0.877,0.000
0.400,0.066,0.000,4.927,0.150,0.993,0.000
0.408,0.417,0.017,4.937,0.150,0.649,0.006
0.400,0.184,0.000,4.948,0.150,0.873,0.000
0.400,0.012,0.000,4.958,0.150,0.296,0.000
0.400,0.032,0.000,4.969,0.150,0.502,0.000
0.401,0.266,0.002,4.979,0.150,0.230,0.001
0.400,0.217,0.000,4.990,0.150,0.302,0.000
0.400,0.178,0.000,5.000,0.150,0.671,0.000
0.411,0.467,0.022,5.010,0.150,0.819,0.004
0.404,0.320,0.007,5.021,0.150,0.389,0.004
0.412,0.481,0.023,5.031,0.150,0.442,0.013
0.400,0.084,0.000,5.042,0.150,0.269,0.000
0.402,0.290,0.004,5.052,0.150,0.940,0.000
0.402,0.287,0.004,5.062,0.150,0.467,0.002
0.400,0.059,0.000,5.073,0.150,0.317,0.000
0.407,0.396,0.015,5.083,0.150,0.935,0.001
0.411,0.464,0.021,5.094,0.150,0.764,0.005
0.400,0.192,0.000,5.104,0.150,0.248,0.000
0.402,0.292,0.004,5.115,0.150,0.140,0.004
0.400,0.206,0.000,5.125,0.150,0.353,0.000
0.412,0.484,0.023,5.135,0.150,0.423,0.013
0.400,0.062,0.000,5.146,0.150,0.076,0.000
0.410,0.456,0.021,5.156,0.150,0.340,0.014
0.406,0.380,0.013,5.167,0.150,0.027,0.013
0.405,0.348,0.010,5.177,0.150,0.293,0.007
0.400,0.055,0.000,5.187,0.150,0.164,0.000
0.400,0.080,0.000,5.198,0.150,0.128,0.000
